,Smiles,S_Hit
65202,[n+]1(C)c2c(cccc2)nc(ccc(NCCO)c3)c13,Yes
65205,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,Yes
65207,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,Yes
65234,COC(=O)c1ccc(-c2ccc(C(=O)NCC3CCN(c4nc(N)c5cc(OC)c(OC)cc5n4)CC3)cc2)cc1,Yes
65263,C[C@H](Cc1ccc(CCc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1.Cl,Yes
65268,c1ccc(-c2csc(Nc3nc4cc5c(cc4s3)OCO5)n2)nc1,Yes
65273,COc1ccc(CNC2Cc3ccccc3C2)cc1-c1ccc(OC)c(S(=O)(=O)NCCN2CCCC2)c1.O=C(O)C(F)(F)F,Yes
65274,Cc1cccc(Nc2nc(N[C@@H]3CCCNC3)nc3cc[nH]c(=O)c23)c1.O=C(O)C(F)(F)F,Yes
65329,CN(CCCCN)Cc1ccc(-c2ccc(Cl)cc2)cc1,Yes
65348,CN1CCN(CCCNCc2cccc(-c3ccc(CNCCc4ccccc4)cc3)c2)CC1.O=C(O)C(F)(F)F,Yes
65352,N#CC(c1ccc(Br)cc1)c1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1,Yes
65411,CC(Cc1ccc(NC(=O)c2ccc(CNCCc3ccccc3)cc2)cc1)NCCc1cccc(Cl)c1.Cl,Yes
65416,Clc1ccc(-c2csc3ncnc(Cl)c23)cc1,Yes
65455,C[C@H](Cc1ccc(Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1.Cl,Yes
65483,CC(C)(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4ccccc4C(F)(F)F)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
65507,FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4ccc(CNCCN5CCNCC5)cc4)cc3)nc2c1.O=C(O)C(F)(F)F,Yes
65554,CN1CCC(N2CCC(Oc3cccc(C(=O)NCCCC4CCCC4)c3)CC2)CC1,Yes
65555,CC(Cc1ccc(NC(=O)c2ccc(CNCCCCc3ccccc3)cc2)cc1)NCCc1cccc(Cl)c1.Cl,Yes
65662,CC(C)(CNC(=O)[C@@H]1CCCCN1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
65677,CC(Cc1ccc(CNC(=O)c2ccc(CC(C)NCCc3cccc(Cl)c3)cc2)cc1)NCCc1cccc(Cl)c1,Yes
65725,C#CCOc1ccc2ccccc2c1CNCCCCCCNCc1c(OCC#C)ccc2ccccc12.CS(=O)(=O)O,Yes
65755,COc1ccc(-c2csc3ncnc(Cl)c23)cc1,Yes
65757,Br.c1cc(Nc2nc(-c3ccc(-c4csc(Nc5ccncc5)n4)cc3)cs2)ccn1,Yes
65793,Br.Oc1ccc(CCNCCCCCCNCCc2ccc(Cl)c3ccccc23)cc1O,Yes
65819,CN1CCN(c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccccc4O)n3)cc2)CC1.O=C(O)C(F)(F)F,Yes
65855,Cc1cc(I)ccc1Nc1nc2nonc2nc1Nc1ccc(I)cc1C,Yes
65862,N=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1cccc(Cl)c1,Yes
65909,FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4cccc(CNCCN5CCNCC5)c4)cc3)nc2c1.O=C(O)C(F)(F)F,Yes
65916,c1ccc(-c2nc(NC3CCCCC3)cc(C3CC3)n2)nc1,Yes
65933,CN1CCCC(CN2CCN(Cc3cccc(-c4ccc(-c5nc6cc(C(F)(F)F)ccc6[nH]5)cc4)c3)CC2)C1.O=C(O)C(F)(F)F,Yes
65979,COc1c(C2CCN(CCN3CCC(CNC(=O)c4ccc(-c5ccc(C#N)cc5)cc4)CC3)CC2)ccc2c1CCCC2,Yes
65983,ON=C1CCc2cc(-c3cc(-c4ccc(OC5CCNCC5)cc4)oc3-c3ccncc3)ccc21,Yes
66008,Cc1n[nH]c2ccc(-c3ccc4nccc(N5CCC(N)CC5)c4c3)cc12.Cl,Yes
66016,COc1cc(NCCCNCc2cn(Cc3cc(Br)cc(Br)c3)c3ccccc23)nc2ccccc12,Yes
66038,CN1CCN(c2cc3c(cc2Cl)CCN3C(=O)Nc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)CC1.Cl,Yes
66041,CN(C)CCCNCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Yes
66076,CCCCCCOc1ccc2ccccc2c1CNCCCCCCNCc1c(OCCCCCC)ccc2ccccc12.CS(=O)(=O)O,Yes
66089,COc1ccc(-c2csc3ncnc(Cl)c23)cc1,Yes
66133,N=C(/N=C(/NCCCCCCN/C(=N\C(=N)Nc1ccc(Cl)cc1)N1CCCCC1)N1CCCCC1)Nc1ccc(Cl)cc1,Yes
66155,S=C(NN=Cc1ccccn1)NC1CC2C=CC1C2,Yes
66198,COc1ccc(CNC2Cc3ccccc3C2)cc1-c1ccc(S(=O)(=O)NCCN2CCCC2)s1.O=C(O)C(F)(F)F,Yes
66324,Clc1ccc(Nc2nc3ccc(Cl)cc3nc2Nc2ccc(Cl)cc2)cc1,Yes
66362,Nc1ccc2[nH]cc(C3CCN(CCC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)c2n1,Yes
66453,CC(C)(CNC(=O)[C@@H]1CCCCN1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
66459,CC(NCCc1cccc(Cl)c1)C(O)c1ccc(OCCCCCCOc2ccc(C(O)C(C)NCCc3cccc(Cl)c3)cc2)cc1,Yes
66510,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl,Yes
66575,CS(=O)(=O)O.FC(F)(F)COc1ccc(CNCCCCCCNCc2ccc(OCC(F)(F)F)c3ccccc23)c2ccccc12,Yes
66596,CC(C)(C)c1cc(NC2CC2)nc(-c2ccccn2)n1,Yes
66643,CCc1c(CCNC/C=C/C=C/CNCCc2ccc(OC)c(OC)c2CC)ccc(OC)c1OC.Cl,Yes
66647,CC(Cc1ccc(NC(=O)c2ccc(CNCCCCc3ccccc3)cc2)cc1)NCCc1cccc(Cl)c1.Cl,Yes
66649,COc1cc2nc(N3CCN(C(=O)c4c(Cl)nsc4-c4ccccc4Cl)CC3)nc(N)c2cc1OC.O=C(O)C(F)(F)F,Yes
66658,CN=C(S)NN=C(C)c1ccccn1,Yes
66777,Cc1ccc(-n2c(Sc3ncnc4sccc34)nnc2N2CCCC2)cc1,Yes
66851,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl,Yes
66897,CC(C)NCc1ccc(OCc2cccc(COc3ccc(CNC(C)C)cc3I)c2)c(I)c1.Cl,Yes
66930,CC(C)(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4cccc(Cl)c4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
66943,COc1cc2nc(NCc3cccc(CNC(=O)c4ccc(-c5ccc(C(C)=O)cc5)cc4)c3)nc(N)c2cc1OC.O=C(O)C(F)(F)F,Yes
66977,C[C@H](Cc1ccc(OCCCCCOc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1.Cl,Yes
67029,COc1ccc2ccc(OC)c(CNCCCCCCNCc3c(OC)ccc4ccc(OC)cc34)c2c1.CS(=O)(=O)O,Yes
67049,COc1cc2nc(N3CCC(CNC(=O)c4ccc(-c5ccc(Cl)cc5)cc4)CC3)nc(N)c2cc1OC,Yes
67098,CC(Nc1cc(-c2ccccn2)nc(-c2ccccn2)n1)c1ccccc1,Yes
67155,COc1cc(CNCCCCCCNCc2cc(OC)c3ccccc3c2OC)c(OC)c2ccccc12.CS(=O)(=O)O,Yes
67160,COc1ccc(CNC2Cc3ccccc3C2)cc1-c1ccc(S(=O)(=O)NCCN2CCCC2)s1.O=C(O)C(F)(F)F,Yes
67202,CC(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4ccc(N(C)C)cc4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
67206,Cc1ccc(Cn2nc(Cl)c(N3CCCNCC3)cc2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1.O=C(O)C(F)(F)F,Yes
67246,CCN(CC)CCCn1c(N)c(-c2nc3ccccc3[nH]2)c2nc(C#N)c(C#N)nc21,Yes
67272,O=C(NC1CCN(CCN2CCC(c3c[nH]c4ccccc34)CC2)CC1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Yes
67345,Br.CCCCc1ccc(CCNCCCCCCNCCc2ccc(O)c(O)c2)cc1,Yes
67394,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,Yes
67402,CC(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4cccc(Cl)c4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
67407,CC(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4cccc(F)c4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
67416,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4cc(-c5ccccn5)ccc34)cc2O)cc1.Cl,Yes
67428,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,Yes
67491,CN(C)C(=S)N/N=C1/C(=O)Nc2ccccc21,Yes
67519,COc1cc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)ccc1O,Yes
67539,Nc1cc2c(C3CCN(CC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)c[nH]c2cn1,Yes
67551,Cc1cc(N)c2cc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc2n1.Cl,Yes
67616,CC(C)N1CCN(C(CN2CCN(CCCOc3ccccc3-c3ccccc3)CC2)c2ccc(F)cc2)CC1.Cl,Yes
67645,CC(C)(C)CNCC(C)(C)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
67668,Nc1c(Cl)cc(C(O)CNCCCCCOCCCc2ccc(O)c3ncccc23)cc1Cl.O=C(O)/C=C/C(=O)O,Yes
67678,CCN1CCC2(c3cccc(OC)c3)Cc3nc4ccccc4c(-c4ccccc4)c3CC2C1,Yes
67702,COc1ccc2c(c1)CC(C)(C)NC2CCCCCCCCC1NC(C)(C)Cc2cc(OC)ccc21.O=C(O)C(=O)O,Yes
67708,CCN(CC)/C(=N/C(=N)NCc1ccc(Cl)cc1Cl)NCCCCCCN/C(=N\C(=N)NCc1ccc(Cl)cc1Cl)N(CC)CC,Yes
67727,Fc1ccc(OC2CN(c3nccc(NCc4ccccc4Cl)n3)C2)cc1,Yes
67733,Cc1cc(-c2ccc(CNC3Cc4ccccc4C3)cc2)ccc1S(=O)(=O)NCCN1CCCC1.O=C(O)C(F)(F)F,Yes
67759,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4cc(-c5ccccn5)ccc34)cc2O)cc1.Cl,Yes
67783,CCCCOc1c(CCNCCCCNCCc2cc(OC)c3ccccc3c2OCCCC)cc(OC)c2ccccc12.CS(=O)(=O)O,Yes
67840,Cc1cc(C(F)(F)F)cc(-n2ncc(-c3ccc(C(=O)NCc4ccccc4N)cc3)c2N)n1.O=C(O)C(F)(F)F,Yes
67910,CCn1c2ccccc2c2cc(C=NN=c3cc(C)[nH]c4ccccc34)ccc21,Yes
67998,Clc1ccc(Nc2nc(NCc3ccccc3)nc(N/N=C/c3ccccn3)n2)cc1,Yes
68010,Cc1occc1C(=O)Nc1nc(-c2ccccn2)nc2ccsc12,Yes
68046,CN1CCN(CCCN(Cc2cccc(-c3ccc(CNC4CCCC4)cc3)c2)C(=O)/C=C/c2ccccc2)CC1.O=C(O)C(F)(F)F,Yes
68067,Br.C/C=C/C=C/C1=NCCc2cc(OCCC)ccc21,Yes
68118,O=C(O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2cccc(CNC3Cc4ccccc4C3)c2)s1,Yes
68119,FC(F)(F)c1cnc(Sc2nnc(-c3ccncc3)o2)c(Cl)c1,Yes
68153,Clc1ccc(Nc2nc3ccc(Cl)cc3nc2Nc2ccc(Cl)cc2)cc1,Yes
68162,CCc1c(CCNC/C=C/C=C/CNCCc2ccc(OC)c(OC)c2CC)ccc(OC)c1OC.Cl,Yes
68179,Cc1c(Cl)cccc1N=C(S)NN=Cc1ccccn1,Yes
68189,OCCN1CCN(c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2)CC1,Yes
68231,O=C(NCC1CCN(CCN2CCC(c3cn(CCO)c4ccccc34)CC2)CC1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Yes
68241,O=C(NCC1CCN(Cc2cccc(C(F)(F)F)c2)C1)c1cc(-c2cccc(Cl)c2)cs1.O=C(O)C(F)(F)F,Yes
68257,O=c1c(NCCCN(Cc2ccc(F)cc2)c2ccccn2)c(NCc2cccnc2)c1=O,Yes
68281,COc1cc(C=C(C2=NC(=O)CS2)c2nc3cccnc3n2C)ccc1O,Yes
68282,COc1ccc(NC(=O)Nc2ccc(Nc3nc(C)cc(N4CCCC4)n3)cc2)cc1,Yes
68302,CCCN(CC1CC1)c1ncc(-c2cccc(CNCCC3CCCN3C)c2)cn1,Yes
68329,Fc1ccc2[nH]c(-c3ccc(-c4ccc(CN5CCC(CCN6CCCCC6)CC5)cc4)cc3)nc2c1.O=C(O)C(F)(F)F,Yes
68351,Cl.N=C1C=C(N)C(=O)c2ccccc21,Yes
68359,CS(=O)(=O)O.FC(F)(F)COc1ccc(CCNCCCCNCCc2ccc(OCC(F)(F)F)c3ccccc23)c2ccccc12,Yes
68386,c1ccc2sc(Sc3ncnc4sccc34)nc2c1,Yes
68410,CCn1c(-c2nonc2N)nc2c(-c3cccc(NC(=O)Nc4ccc(Cl)cc4)c3)ncc(OCCCN)c21.O=C(O)C(F)(F)F,Yes
68431,CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1.O.O=S(=O)(O)O,Yes
68436,N=C(N)Nc1nc(-c2ccc(NCc3ccc(CNc4cccc(-c5csc(NC(=N)N)n5)c4)cc3)cc2)cs1,Yes
68479,FC(F)(F)c1ccc2[nH]c(-c3ccc(-c4ccc(CNCCN5CCNCC5)cc4)s3)nc2c1.O=C(O)C(F)(F)F,Yes
68495,COc1c(C2CCN(CCN3CCC(CNC(=O)c4ccc(-c5ccc(C#N)cc5)cc4)CC3)CC2)ccc2c1CCCC2,Yes
68499,Cc1oc(-c2ccc(Cl)cc2)cc1C(=O)NCCC1CCN(CCCCCNC(=O)/C=C/c2ccc(Cl)c(Cl)c2)CC1,Yes
68539,Cc1ccnc(NC(c2ccc(Cl)c([N+](=O)[O-])c2)c2ccc3cccnc3c2O)c1,Yes
68678,COc1cc2nc(N3CCC(CNC(=O)c4ccc(-c5ccc(-c6noc(C)n6)cc5)cc4)CC3)nc(N)c2cc1OC,Yes
68724,O=C(c1ccc([N+](=O)[O-])o1)N1CCN(c2nc3c(F)cc(F)cc3s2)CC1,Yes
68737,CCCCOc1c(CNCCCCCCNCc2ccc3ccccc3c2OCCCC)ccc2ccccc12.CS(=O)(=O)O,Yes
68806,CN1CCN(CCCN(Cc2cccc(-c3ccc(CNCCc4ccccc4)cc3)c2)C(=O)c2cccs2)CC1.O=C(O)C(F)(F)F,Yes
68825,Cl.c1ccc2c(Nc3ccc(Cc4ccc(Nc5c6ccccc6nc6ccccc56)cc4)cc3)c3ccccc3nc2c1,Yes
68850,O=C(O)C(F)(F)F.O=S(=O)(NCCN1CCCC1)c1ccc(-c2cccc(CNC3Cc4ccccc4C3)c2)cc1,Yes
68866,CCN(CC)CC(O)CNc1c2ccc([N+](=O)[O-])cc2nc2cc(OC)c(OC)cc12.Cl,Yes
68869,CCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(OC)cc23)[C@@H](CNC)C1.O=C(O)C(=O)O,Yes
68873,Nc1ccc2[nH]cc(C3CCN(CC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)c2n1,Yes
68884,CC(C)(C)c1ccc(-c2cc3c(ccc4nc(N)nc(N)c43)[nH]2)cc1,Yes
68890,Cl.N#Cc1c(F)cc(N2CCC(NCC[C@H](N)Cc3ccc(F)c(F)c3)CC2)cc1F,Yes
68922,N=C(N)Nc1nc(-c2ccc(NCc3ccc(CNc4cccc(-c5csc(NC(=N)N)n5)c4)cc3)cc2)cs1,Yes
68923,CNCCNc1nccc(N2CCc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3C2)n1,Yes
68927,COc1ccccc1C1CCN(C2CCC(NC(=O)c3ccc4[nH]c(-c5ccc(C)cc5)nc4c3)CC2)CC1,Yes
68942,CCN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1,Yes
68943,Cl.NCC1(c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)CCCCC1,Yes
68947,Cc1ccc(Cl)c2sc(N3CCN(C(=O)c4ccc([N+](=O)[O-])o4)CC3)nc12,Yes
69023,Br.CC(C)(Cc1ccc(Cl)cc1)NCCCCCCNCCc1ccc(O)c(O)c1,Yes
69050,CCn1c(-c2nonc2N)nc2c(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)ncc(OCCCN)c21.O=C(O)C(F)(F)F,Yes
69095,COc1ccc2nc(N=C3NC4(c5ccccc5)NC(=Nc5nc6ccc(OC)cc6[nH]5)NC4(c4ccccc4)N3)[nH]c2c1.O=C(O)C(F)(F)F,Yes
69107,CN1CCN(c2cc3c(cc2Cl)CCN3C(=O)Nc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)CC1.Cl,Yes
69124,CCc1ccc(C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4ccc(Cl)cc4)cc3)CC2)c(OCCO)c1,Yes
69159,Cl.Fc1cc(Cl)ccc1Nc1ccnc2cc(-c3ccc(CN4CCNCC4)o3)ccc12,Yes
69181,c1ccc(CNc2cc(-c3ccccn3)nc(-c3ccccn3)n2)cc1,Yes
69225,O=C(NCCCCN1CCC(c2ccc3c(c2OCCN2CCCC2)CCCC3)CC1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Yes
69268,CC(CO)(CO)NCc1cc2c3ccccc3c(CNC(C)(CO)CO)cc2c2ccccc12.CS(=O)(=O)O,Yes
69306,C=CCC1OC(=O)c2cc(OC)cc(OC)c21,Yes
69324,CN(C)CCNCc1ccc(-c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2)o1,Yes
69326,C#CCCOc1ccc2ccccc2c1CNCCCCCCNCc1c(OCCC#C)ccc2ccccc12,Yes
69345,CC(C)(C)c1ccc(-c2nc3c(ccc4nc(N)nc(N)c43)[nH]2)cc1.Cl,Yes
69374,CC(C)Cn1cc(C2CCN(CCN3CCC(CNC(=O)c4ccc(-c5ccc(C#N)cc5)cc4)CC3)CC2)c2ccccc21,Yes
69449,CC(C)(C)c1ccc(C(=O)Nc2cccc(Nc3c(C(=O)NCc4cccc(C(F)(F)F)c4)cnc4c(O)cccc34)c2)cc1.O=C(O)C(F)(F)F,Yes
69459,CCn1c2ccccc2c2cc(C=NN=c3cc(C)[nH]c4ccccc34)ccc21,Yes
69540,COc1cccc(OC)c1CN1CCC(N(C)CCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)CC1,Yes
69566,CN(C)CCCNCc1cn(S(=O)(=O)c2ccccc2Cl)c2ccccc12.Cl,Yes
69603,CC(CO)(CO)NCc1cc2c3ccccc3c(CNC(C)(CO)CO)cc2c2ccccc12.CS(=O)(=O)O,Yes
69606,CC(C)(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4cccc(F)c4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
69610,Cc1cc2nc(N=C3NC4(c5ccccn5)NC(=Nc5nc6cc(C)c(C)cc6[nH]5)NC4(c4ccccn4)N3)[nH]c2cc1C.O=C(O)C(F)(F)F,Yes
69633,CC(Nc1cc(-c2ccccn2)nc(-c2ccccn2)n1)c1ccccc1,Yes
69661,C[C@H](Cc1ccc(CCc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1)NC[C@H](O)c1cccc(Cl)c1.Cl,Yes
69666,CC(C)(C)c1ccc(CNC(=O)/C=C/c2ccc(CNC3CCNCC3)cc2)cc1,Yes
69669,CCCCN(CCCC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl,Yes
69672,N#CC(c1ccc(Br)cc1)c1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1,Yes
69769,CC(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4cccc(C(F)(F)F)c4)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
69799,C=CCN(C(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1nc(-c2ccccc2)cs1,Yes
69831,CN1CCN(Cc2ccc(-c3cc4c(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)ncnc4s3)[nH]2)CC1,Yes
69996,Nc1cc2c(C3CCN(CC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)c[nH]c2cn1,Yes
70012,CC(C)(CNC(=O)[C@H]1CCCCN1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
70036,CCCCSc1c(CNCCCCCCNCc2ccc3ccccc3c2SCCCC)ccc2ccccc12.CS(=O)(=O)O,Yes
70076,Cl.c1ccc2c(C3CCN(CCCCOc4ccc5c(c4)CCN(CC4CC4)CC5)CC3)c[nH]c2c1,Yes
70085,Cc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])o4)ccc3o2)cc1Cl,Yes
70095,Cc1cccc2nc(-c3ccc(-c4ccc(CNCc5ccc(CN)cc5)cc4)s3)[nH]c12.O=C(O)C(F)(F)F,Yes
70159,CC(=NNC(S)=NC(C)(C)C)c1ccccn1,Yes
70198,COc1ccc(N2CCN(CCCCNCc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4)cc3)CC2)c(OC)c1,Yes
70259,CC1CCCCN1CCCNc1nc(NCc2ccccc2)c2ccccc2n1,Yes
70288,NCCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,Yes
70319,Cc1ccc(Nc2nc(-c3ccccn3)cs2)nc1,Yes
70345,COc1ccc(OC)c(-c2cccc(-c3cccc(NC(=O)c4ccc([N+](=O)[O-])o4)c3)n2)c1,Yes
70486,COc1ccc(CNC(=O)c2cnc3c(O)cccc3c2Nc2cccc(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc1.O=C(O)C(F)(F)F,Yes
70519,CC(C)c1ccc(CN2CCC(CNC(=O)c3cc(-c4ccccc4F)cs3)C2)cc1.O=C(O)C(F)(F)F,Yes
70553,CC(=NNC(S)=NCc1ccco1)c1ccccn1,Yes
70580,CCC(CSC1CCCCC1)N(C)CCN(C)C(CC)CSC1CCCCC1.Cl,Yes
70589,C=C[C@H]1CN(CCCCCCC)CC[C@H]1CCNc1ccnc2ccc(OC)cc12,Yes
70620,COc1ccccc1CNc1ccnc(N2CC(Oc3ccc(F)cc3)C2)n1,Yes
70630,Cl.N[C@@H](CCNC1CCN(c2cccc(C(F)(F)F)c2)CC1)Cc1ccc(F)c(F)c1,Yes
70647,CN(CCc1ccccc1)c1ncc(-c2cccc(CNCCC3CCCN3C)c2)cn1,Yes
70665,COc1ccc(NC(=O)c2ccc(OCCCCCCCOc3ccc(C(=O)Nc4ccc(OC)c(N5CCN(C)CC5)c4)cc3)cc2)cc1N1CCN(C)CC1.O=C(O)C(=O)O,Yes
70734,COc1cc2nc(N3CCC(CNC(=O)c4ccc(-c5ccc(-c6noc(C)n6)cc5)cc4)CC3)nc(N)c2cc1OC,Yes
70735,Cc1cc(N)c2cc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc2n1.Cl,Yes
70763,CNCCNCc1ccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)s2)cc1.O=C(O)C(F)(F)F,Yes
70768,CN(C)CCN(C)Cc1cccc(-c2ccc3c(Nc4ccc(F)cc4Cl)ccnc3c2)c1,Yes
70798,CN1CCCC1CCNCc1cccc(-c2cnc(N3CCCC(C)(C)C3)nc2)c1,Yes
70826,CCN(CC)/C(=N/C(=N)NCc1ccc(Cl)cc1Cl)NCCCCCCN/C(=N\C(=N)NCc1ccc(Cl)cc1Cl)N(CC)CC,Yes
70832,COc1ccc(CNC(=O)c2cnc3c(O)cccc3c2Nc2cccc(NC(=O)c3ccc(Cl)c(Cl)c3)c2)cc1.O=C(O)C(F)(F)F,Yes
70833,Fc1ccc(OC2CN(c3nccc(NCc4ccccc4Cl)n3)C2)cc1,Yes
70876,CN=C(S)NN=C(C)c1ccccn1,Yes
70919,COc1cccc(C23NC(=Nc4nc5ccccc5[nH]4)NC2(c2cccc(OC)c2)NC(=Nc2nc4ccccc4[nH]2)N3)c1,Yes
70927,COc1cc2ccccc2c(CNCCCCCCNCc2c(OC)c(OC)cc3ccccc23)c1OC.CS(=O)(=O)O,Yes
70952,Cc1ccc(C(C(=O)Nc2ccc(N3CCNCC3)c(Cl)c2)c2ccccc2)cc1,Yes
71008,Cl.Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,Yes
71036,CCOc1cc(CNCCCCCCNCc2cc(OCC)c(OCC)c3ccccc23)c2ccccc2c1OCC.CS(=O)(=O)O,Yes
71053,CC(C)COc1ccc2ccccc2c1CNCCCCCCNCc1c(OCC(C)C)ccc2ccccc12.CS(=O)(=O)O,Yes
71055,Cl.c1ccc2c(NCCCCCCCCCNc3c4ccccc4nc4ccccc34)c3ccccc3nc2c1,Yes
71072,CCCCN(CCCC)CCCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl,Yes
71086,Cl.c1ccc2c(NCCCCCCCCCNc3ccnc4ccccc34)ccnc2c1,Yes
71100,ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,Yes
71172,CN(C)CCNCc1ccc(-c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2)o1,Yes
71242,COc1ccc(CNC2CCN(C)CC2)cc1-c1ccc(S(=O)(=O)NCc2ccccc2)s1.O=C(O)C(F)(F)F,Yes
71265,Cc1c2ccncc2c(C)c2c1[nH]c1cc(Cc3ccccc3)c(O)cc12,Yes
71306,Cc1ccccc1OCC(O)CNC1CCC(NCC(O)COc2ccccc2C)CC1,Yes
71314,CC(C)(CN)c1nc(-c2ccc(Br)c(O)c2)c(-c2ccncc2)[nH]1.Cl,Yes
71402,COc1ccc2ccccc2c1CCCCN1CCN(CC(c2ccc(F)cc2)N2CCC2)CC1.O=C(O)C(F)(F)F,Yes
71424,CC1(CCN2CCC(c3c[nH]c4cnccc34)CC2)CCCc2c(Br)cccc2C1=O.Cl,Yes
71432,CCOc1ccc(-n2nc3c(Cl)nnc(-c4ccccc4)c3c2-c2ccccc2)cc1,Yes
71469,Nc1nc(N)c2c(ccc3[nH]c(-c4ccccc4Cl)nc32)n1,Yes
71496,O=C1Nc2ccccc2/C1=N/NC(=S)N1CCOCC1,Yes
